,Unnamed: 0,Year,OSHPD_ID,FacilityName,County,TypeofOwnership,HospitalType,Teaching,LicensedBeds,AvailableBeds,StaffedBeds,PretaxNetIncome,OtherOperatingRev,TotalOperatingRev,TotalMargin,OperatingMargin,Location,SmallORRural
2025,2025,2015,106150761,MERCY HOSPITAL - BAKERSFIELD,Kern,Non-Profit,Comparable,0,222,218,128,294292827,1954754.0,296247581.0,0.7%,0.7%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
2026,2026,2015,106370652,ALVARADO HOSPITAL,San Diego,Investor,Comparable,0,306,306,306,129711959,1426315.0,131138274.0,1.1%,1.1%,"SAN DIEGO, California
(32.71576, -117.163817)",0
2027,2027,2015,106361458,COLORADO RIVER MEDICAL CENTER,San Bernardino,Investor,Comparable,0,25,25,25,9867252,262931.0,10130183.0,2.6%,2.7%,"NEEDLES, California
(34.848419, -114.614002)",1
2028,2028,2015,106491064,SANTA ROSA MEMORIAL HOSPITAL,Sonoma,Non-Profit,Comparable,0,414,414,238,506555173,6599468.0,513154641.0,1.3%,1.3%,"SANTA ROSA, California
(38.439698, -122.715642)",0
2029,2029,2014,106190958,METROPOLITAN STATE HOSPITAL,Los Angeles,State,State Hospitals,0,1054,815,815,174346294,0.0,174346294.0,0%,0%,"NORWALK, California
(33.914183, -118.072494)",0
2030,2030,2015,106190449,KINDRED HOSPITAL - LA MIRADA,Los Angeles,Investor,Comparable,0,248,248,248,105295361,159445.0,105454806.0,0.2%,0.2%,"LA MIRADA, California
(33.908859, -118.011725)",0
2031,2031,2015,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,District,Comparable,0,269,233,136,360175661,6529750.0,366705411.0,1.8%,1.8%,"SALINAS, California
(36.676795, -121.656421)",0
2032,2032,2015,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,0,63,63,63,3186515,61862.0,3248377.0,1.9%,1.9%,"LONG BEACH, California
(33.767168, -118.193723)",0
2033,2033,2015,106010967,ST. ROSE HOSPITAL,Alameda,Non-Profit,Comparable,0,217,209,189,160000048,6052851.0,166052899.0,3.6%,3.8%,"HAYWARD, California
(37.672111, -122.083963)",0
2034,2034,2015,106070934,SUTTER DELTA MEDICAL CENTER,Contra Costa,Non-Profit,Comparable,0,145,145,106,195531037,1681049.0,197212086.0,0.9%,0.9%,"ANTIOCH, California
(38.016907, -121.813771)",0
2035,2035,2015,106190176,CITY OF HOPE HELFORD CLINICAL RES HOSPITAL,Los Angeles,Non-Profit,Comparable,0,217,215,215,828754664,19434214.0,848188878.0,2.3%,2.3%,"DUARTE, California
(34.139586, -117.973256)",0
2036,2036,2015,106190081,BEVERLY HOSPITAL,Los Angeles,Non-Profit,Comparable,0,224,185,105,176979434,1213035.0,178192469.0,0.7%,0.7%,"MONTEBELLO, California
(34.019457, -118.116473)",0
2037,2037,2015,106540816,TULARE REGIONAL MEDICAL CENTER,Tulare,District,Comparable,0,112,103,103,77662758,248440.0,77911198.0,0.3%,0.3%,"TULARE, California
(36.196549, -119.343523)",0
2038,2038,2015,106450936,MAYERS MEMORIAL HOSPITAL,Shasta,District,Comparable,0,121,121,121,21854614,1653310.0,23507924.0,7%,7.6%,"FALL RIVER MILLS, California
(41.003555, -121.439959)",1
2039,2039,2015,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,Non-Profit,Comparable,0,337,337,228,468542350,3584988.0,472127338.0,0.8%,0.8%,"STOCKTON, California
(37.957541, -121.292451)",0
2040,2040,2015,106100899,ST. AGNES MEDICAL CENTER,Fresno,Non-Profit,Comparable,0,436,436,436,438729469,10069919.0,448799388.0,2.2%,2.3%,"FRESNO, California
(36.731654, -119.785856)",0
2041,2041,2015,106391010,SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,City/County,Comparable,1,196,181,169,294749187,19488843.0,314238030.0,6.2%,6.6%,"FRENCH CAMP, California
(37.885226, -121.271517)",0
2042,2042,2015,106420491,LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,District,Comparable,0,170,170,170,74593301,1774482.0,76367783.0,2.3%,2.4%,"LOMPOC, California
(34.653385, -120.457727)",1
2043,2043,2015,106380964,CALIFORNIA PACIFIC MEDICAL CENTER-ST LUKES CAMPUS,San Francisco,Non-Profit,Comparable,0,174,174,125,108026819,3680704.0,111707523.0,3.3%,3.4%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
2044,2044,2014,106190796,RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,466,466,466,1511061485,141366688.0,1652428173.0,8.6%,9.4%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2045,2045,2015,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,0,25,25,25,40725696,70931.0,40796627.0,0.2%,0.2%,"SUSANVILLE, California
(40.415483, -120.648932)",1
2046,2046,2014,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,Non-Profit,Comparable,0,74,74,74,53554201,125884.0,53680085.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2047,2047,2015,106490964,HEALDSBURG DISTRICT HOSPITAL,Sonoma,District,Comparable,0,42,38,27,29948363,1142528.0,31090891.0,3.7%,3.8%,"HEALDSBURG, California
(38.615845, -122.871942)",1
2048,2048,2015,106331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,District,Comparable,0,79,79,79,77227050,11504403.0,88731453.0,13%,14.9%,"BANNING, California
(33.925467, -116.876725)",1
2049,2049,2015,106410817,SETON MEDICAL CENTER,San Mateo,Non-Profit,Comparable,0,478,415,209,222085374,3074176.0,225159550.0,1.4%,1.4%,"DALY CITY, California
(37.691113, -122.472221)",0
2050,2050,2015,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,1,533,533,384,903019010,33697024.0,936716034.0,3.6%,3.7%,"LOMA LINDA, California
(34.048261, -117.261123)",0
2051,2051,2015,106331168,EISENHOWER MEDICAL CENTER,Riverside,Non-Profit,Comparable,0,463,381,381,599076527,7289024.0,606365551.0,1.2%,1.2%,"RANCHO MIRAGE, California
(33.742298, -116.410904)",0
2052,2052,2014,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,San Francisco,Non-Profit,Comparable,1,951,951,528,1163802628,43568990.0,1207371618.0,3.6%,3.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
2053,2053,2015,106190766,COAST PLAZA HOSPITAL,Los Angeles,Investor,Comparable,0,117,105,105,32962844,0.0,32962844.0,0%,0%,"NORWALK, California
(33.914183, -118.072494)",0
2054,2054,2015,106410891,SEQUOIA HOSPITAL,San Mateo,Non-Profit,Comparable,0,208,172,58,251394119,4631948.0,256026067.0,1.8%,1.8%,"REDWOOD CITY, California
(37.484778, -122.22815)",0
2055,2055,2015,106190636,CITRUS VALLEY MEDICAL CENTER-QV CAMPUS,Los Angeles,Non-Profit,Comparable,0,518,518,313,397164133,4409041.0,401573174.0,1.1%,1.1%,"WEST COVINA, California
(34.068896, -117.938239)",0
2056,2056,2015,106361266,MOUNTAINS COMMUNITY HOSPITAL,San Bernardino,District,Comparable,0,37,37,30,18535821,531273.0,19067094.0,2.8%,2.9%,"LAKE ARROWHEAD, California
(34.251974, -117.181983)",1
2057,2057,2015,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,0,459,459,320,566138013,3103055.0,569241068.0,0.5%,0.5%,"MODESTO, California
(37.640735, -121.002435)",0
2058,2058,2015,106320859,EASTERN PLUMAS HEALTH CARE,Plumas,District,Comparable,0,76,76,55,20632196,365738.0,20997934.0,1.7%,1.8%,"PORTOLA, California
(39.812099, -120.464742)",1
2059,2059,2015,106430905,STANFORD UNIVERSITY HOSPITAL,Santa Clara,Non-Profit,Comparable,1,613,474,474,3304376301,77539093.0,3381915394.0,2.3%,2.3%,"PALO ALTO, California
(37.445103, -122.160363)",0
2060,2060,2015,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHAB HOSPITAL,Kern,Investor,Comparable,0,66,66,66,34758482,58097.0,34816579.0,0.2%,0.2%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
2061,2061,2015,106240924,MEMORIAL HOSPITAL - LOS BANOS,Merced,Non-Profit,Comparable,0,44,44,18,61043424,1199191.0,62242615.0,1.9%,2%,"LOS BANOS, California
(37.061242, -120.845795)",1
2062,2062,2014,106370744,SCRIPPS MERCY HOSPITAL,San Diego,Non-Profit,Comparable,1,684,591,405,653740727,12415885.0,666156612.0,1.9%,1.9%,"SAN DIEGO, California
(32.71576, -117.163817)",0
2063,2063,2015,106190883,WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,178,178,178,139597792,460426.0,140058218.0,0.3%,0.3%,"WHITTIER, California
(33.967318, -118.048051)",0
2064,2064,2015,106450949,MERCY MEDICAL CENTER - REDDING,Shasta,Non-Profit,Comparable,0,267,267,267,439343778,8227896.0,447571674.0,1.8%,1.9%,"REDDING, California
(40.574637, -122.38109)",0
2065,2065,2015,106171049,ST. HELENA HOSPITAL - CLEARLAKE,Lake,Non-Profit,Comparable,0,25,25,25,77920933,1585707.0,79506640.0,2%,2%,"CLEARLAKE, California
(38.961814, -122.631261)",1
2066,2066,2015,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,0,238,232,158,309011789,12321427.0,321333216.0,3.8%,4%,"VALENCIA, California
(34.389444, -118.564722)",0
2067,2067,2015,106514001,SUTTER-YUBA - PHF,Sutter,City/County,Psychiatric Health Facilities,0,16,16,16,3179450,0.0,3179450.0,0%,0%,"YUBA CITY, California
(39.13222, -121.625147)",0
2068,2068,2014,106301279,UNIVERSITY OF CALIFORNIA - IRVINE MEDICAL CENTER,Orange,Non-Profit,Comparable,1,411,409,409,883156742,24592437.0,907749179.0,2.7%,2.8%,"ORANGE, California
(33.791489, -117.853096)",0
2069,2069,2015,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,0,234,211,211,68765122,1082949.0,69848071.0,1.6%,1.6%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2070,2070,2015,106340951,METHODIST HOSPITAL OF SACRAMENTO,Sacramento,Non-Profit,Comparable,0,329,329,329,290633000,2855000.0,293488000.0,1%,1%,"SACRAMENTO, California
(38.582087, -121.50012)",0
2071,2071,2015,106105125,CENTRAL STAR PHF,Fresno,Investor,Comparable,0,16,12,10,2794371,0.0,2794371.0,0%,0%,"FRESNO, California
(36.731654, -119.785856)",0
2072,2072,2015,106190552,MOTION PICTURE & TELEVISION HOSPITAL,Los Angeles,Non-Profit,Comparable,0,314,268,225,17341439,1744276.0,19085715.0,9.1%,10.1%,"WOODLAND HILLS, California
(34.168301, -118.605003)",0
2073,2073,2015,106301127,KINDRED HOSPITAL - BREA,Orange,Investor,Comparable,0,86,86,86,36355416,84352.0,36439768.0,0.2%,0.2%,"BREA, California
(33.917763, -117.898326)",0
2074,2074,2014,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,1,881,825,628,1253797414,33540407.0,1287337821.0,2.6%,2.7%,"LOMA LINDA, California
(34.048261, -117.261123)",0
2075,2075,2015,106240942,MERCY MEDICAL CENTER - MERCED,Merced,Non-Profit,Comparable,0,186,186,125,284445580,2593717.0,287039297.0,0.9%,0.9%,"MERCED, California
(37.306968, -120.481971)",0
2076,2076,2015,106571086,WOODLAND MEMORIAL HOSPITAL,Yolo,Non-Profit,Comparable,0,108,108,108,163123000,12453000.0,175576000.0,7.1%,7.6%,"WOODLAND, California
(38.677493, -121.774715)",0
2077,2077,2015,106014050,VALLEYCARE MEDICAL CENTER,Alameda,Non-Profit,Comparable,0,242,222,108,270205636,13814685.0,284020321.0,4.9%,5.1%,"PLEASANTON, California
(37.656667, -121.878923)",0
2078,2078,2014,106110889,GLENN MEDICAL CENTER,Glenn,Non-Profit,Comparable,0,47,15,15,10649804,1717116.0,12366920.0,13.9%,16.1%,"WILLOWS, California
(39.520518, -122.198176)",1
2079,2079,2015,106361110,BEAR VALLEY COMMUNITY HOSPITAL,San Bernardino,District,Comparable,0,30,30,24,18836293,497877.0,19334170.0,2.6%,2.6%,"BIG BEAR LAKE, California
(34.243516, -116.899432)",1
2080,2080,2014,106381154,UCSF MEDICAL CENTER,San Francisco,Non-Profit,Comparable,1,660,660,660,2386682875,107783046.0,2494465921.0,4.3%,4.5%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
2081,2081,2015,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,1,522,386,318,717485300,67718392.0,785203692.0,8.6%,9.4%,"SAN DIEGO, California
(32.71576, -117.163817)",0
2082,2082,2015,106410782,SAN MATEO MEDICAL CENTER,San Mateo,City/County,Comparable,0,509,509,509,213271838,37876284.0,251148122.0,15.1%,17.8%,"SAN MATEO, California
(37.547166, -122.314351)",0
2083,2083,2015,106281078,ST. HELENA HOSPITAL,Napa,Non-Profit,Comparable,0,151,151,59,183392151,5441537.0,188833688.0,2.9%,3%,"ST. HELENA, California
(38.50523, -122.470341)",0
2084,2084,2015,106141273,NORTHERN INYO HOSPITAL,Inyo,District,Comparable,0,25,25,11,70401124,209448.0,70610572.0,0.3%,0.3%,"BISHOP, California
(37.361412, -118.39527)",1
2085,2085,2015,106341006,UNIVERSITY OF CALIFORNIA - DAVIS MEDICAL CENTER,Sacramento,Non-Profit,Comparable,1,619,589,589,1737662358,86042233.0,1823704591.0,4.7%,5%,"SACRAMENTO, California
(38.582087, -121.50012)",0
2086,2086,2015,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,0,48,25,13,61361403,410697.0,61772100.0,0.7%,0.7%,"SAN ANDREAS, California
(38.196211, -120.68092)",1
2087,2087,2015,106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,0,334,321,167,196644648,3603935.0,200248583.0,1.8%,1.8%,"GLENDALE, California
(34.148138, -118.246437)",0
2088,2088,2015,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,San Bernardino,City/County,Comparable,1,456,436,368,457802828,107469686.0,565272514.0,19%,23.5%,"COLTON, California
(34.070139, -117.323641)",0
2089,2089,2015,106364430,BARSTOW COMMUNITY HOSPITAL,San Bernardino,Investor,Comparable,0,30,30,30,58684092,42889.0,58726981.0,0.1%,0.1%,"BARSTOW, California
(34.899659, -117.02405)",1
2090,2090,2015,106190305,KINDRED HOSPITAL - LOS ANGELES,Los Angeles,Investor,Comparable,0,81,81,81,41672562,73011.0,41745573.0,0.2%,0.2%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2091,2091,2015,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,Los Angeles,Investor,Comparable,0,434,413,247,274715572,4207373.0,278922945.0,1.5%,1.5%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2092,2092,2015,106344029,MERCY HOSPITAL - FOLSOM,Sacramento,Non-Profit,Comparable,0,106,106,106,217989573,1152000.0,219141573.0,0.5%,0.5%,"FOLSOM, California
(38.681325, -121.163738)",0
2093,2093,2014,106281266,NAPA STATE HOSPITAL,Napa,State,State Hospitals,0,1362,1304,1304,245811232,0.0,245811232.0,0%,0%,"NAPA, California
(38.297242, -122.289405)",0
2094,2094,2015,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,172,172,112,187405045,2046130.0,189451175.0,1.1%,1.1%,"LAKEWOOD, California
(33.850448, -118.133773)",0
2095,2095,2015,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,Kern,Non-Profit,Comparable,0,254,254,254,367221156,5210125.0,372431281.0,1.4%,1.4%,"BAKERSFIELD, California
(35.373405, -119.018911)",0
2096,2096,2015,106121002,MAD RIVER COMMUNITY HOSPITAL,Humboldt,Investor,Comparable,0,78,46,42,66316477,1529326.0,67845803.0,2.3%,2.3%,"ARCATA, California
(40.868186, -124.090548)",0
2097,2097,2015,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,0,298,277,210,532937530,3987927.0,536925457.0,0.7%,0.7%,"CHICO, California
(39.728956, -121.838779)",0
2098,2098,2015,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,Non-Profit,Comparable,0,194,181,137,259803784,2349742.0,262153526.0,0.9%,0.9%,"ENCINITAS, California
(33.044805, -117.292447)",0
2099,2099,2015,106424002,SANTA BARBARA COUNTY - PHF,Santa Barbara,City/County,Psychiatric Health Facilities,0,16,16,16,2697874,0.0,2697874.0,0%,0%,"SANTA BARBARA, California
(34.420867, -119.698342)",0
2100,2100,2015,106554011,SONORA REGIONAL MEDICAL CENTER-GREENLEY,Tuolumne,Non-Profit,Comparable,0,152,152,126,236433413,5134838.0,241568251.0,2.1%,2.2%,"SONORA, California
(37.982943, -120.382117)",1
2101,2101,2014,106230949,FRANK R HOWARD MEMORIAL HOSPITAL,Mendocino,Non-Profit,Comparable,0,25,25,25,48577816,1503402.0,50081218.0,3%,3.1%,"WILLITS, California
(39.409044, -123.353523)",1
2102,2102,2015,106105051,COALINGA STATE HOSPITAL,Fresno,State,State Hospitals,0,1500,1257,1257,247421584,0.0,247421584.0,0%,0%,"COALINGA, California
(36.139801, -120.360264)",0
2103,2103,2015,106420514,SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,1,450,363,255,612251177,12197834.0,624449011.0,2%,2%,"SANTA BARBARA, California
(34.420867, -119.698342)",0
2104,2104,2014,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,1,302,302,302,1038691655,62135121.0,1100826776.0,5.6%,6%,"PALO ALTO, California
(37.445103, -122.160363)",0
2105,2105,2015,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,0,127,127,127,54153915,291172.0,54445087.0,0.5%,0.5%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2106,2106,2015,106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,Non-Profit,Comparable,1,403,232,84,211909642,5639549.0,217549191.0,2.6%,2.7%,"SAN FRANCISCO, California
(37.78008, -122.420168)",0
2107,2107,2015,106164029,ADVENTIST MEDICAL CENTER - HANFORD,Kings,Non-Profit,Comparable,0,199,199,120,262168359,2948879.0,265117238.0,1.1%,1.1%,"HANFORD, California
(36.327726, -119.645914)",1
2108,2108,2015,106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,Non-Profit,Comparable,0,181,154,118,88950025,784751.0,89734776.0,0.9%,0.9%,"CORONADO, California
(32.693926, -117.190481)",0
2109,2109,2015,106190754,ST. FRANCIS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,384,384,384,470942915,3885025.0,474827940.0,0.8%,0.8%,"LYNWOOD, California
(33.928063, -118.199166)",0
2110,2110,2015,106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,0,148,148,148,51853894,1300872.0,53154766.0,2.4%,2.5%,"ENCINO, California
(34.159199, -118.500298)",0
2111,2111,2015,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,886,865,865,2748437997,325965476.0,3074403473.0,10.6%,11.9%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2112,2112,2015,106454012,NORTHERN CALIFORNIA REHAB HOSPITAL,Shasta,Investor,Comparable,0,88,88,78,41111352,125993.0,41237345.0,0.3%,0.3%,"REDDING, California
(40.574637, -122.38109)",0
2113,2113,2015,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,Los Angeles,Non-Profit,Comparable,0,145,145,135,85803201,970761.0,86773962.0,1.1%,1.1%,"PANORAMA CITY, California
(34.224701, -118.448898)",0
2114,2114,2015,106331293,PARKVIEW COMMUNITY HOSPITAL,Riverside,Non-Profit,Comparable,0,193,193,120,159644264,4389751.0,164034015.0,2.7%,2.7%,"RIVERSIDE, California
(33.980534, -117.377025)",0
2115,2115,2014,106060870,COLUSA REGIONAL MEDICAL CENTER,Colusa,Non-Profit,Comparable,0,48,48,36,16122969,1658754.0,17781723.0,9.3%,10.3%,"COLUSA, California
(39.209238, -122.008373)",1
2116,2116,2015,106301248,LOS ALAMITOS MEDICAL CENTER,Orange,Investor,Comparable,0,167,167,124,211723798,3610348.0,215334146.0,1.7%,1.7%,"LOS ALAMITOS, California
(33.804939, -118.071876)",0
2117,2117,2015,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,Humboldt,District,Comparable,0,9,9,9,1582383,792.0,1583175.0,0.1%,0.1%,"GARBERVILLE, California
(40.101491, -123.792756)",1
2118,2118,2015,106191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,Non-Profit,Comparable,0,60,52,30,191530691,1465046.0,192995737.0,0.8%,0.8%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2119,2119,2015,106190045,CATALINA ISLAND MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,12,12,12,7057148,830226.0,7887374.0,10.5%,11.8%,"AVALON, California
(33.343548, -118.32219)",1
2120,2120,2015,106494048,AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA,Sonoma,Investor,Comparable,0,95,70,52,21419311,32123.0,21451434.0,0.1%,0.1%,"SANTA ROSA, California
(38.439698, -122.715642)",0
2121,2121,2015,106371256,SCRIPPS GREEN HOSPITAL,San Diego,Non-Profit,Comparable,0,173,173,103,385461759,9884427.0,395346186.0,2.5%,2.6%,"LA JOLLA, California
(32.847198, -117.2733)",0
2122,2122,2015,106190958,METROPOLITAN STATE HOSPITAL,Los Angeles,State,State Hospitals,0,1054,782,782,180579428,0.0,180579428.0,0%,0%,"NORWALK, California
(33.914183, -118.072494)",0
2123,2123,2015,106580996,RIDEOUT MEMORIAL HOSPITAL,Yuba,Non-Profit,Comparable,0,219,219,135,361304532,1990332.0,363294864.0,0.5%,0.6%,"MARYSVILLE, California
(39.141551, -121.587688)",0
2124,2124,2014,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,1,886,880,880,2655147746,265051249.0,2920198995.0,9.1%,10%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2125,2125,2015,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,0,16,16,16,1731373,0.0,1731373.0,0%,0%,"CHICO, California
(39.728956, -121.838779)",0
2126,2126,2015,106304113,CHILDREN'S HOSPITAL - MISSION,Orange,Non-Profit,Comparable,0,54,54,22,56089054,563805.0,56652859.0,1%,1%,"MISSION VIEJO, California
(33.595018, -117.659099)",0
2127,2127,2015,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Fresno,Non-Profit,Comparable,1,909,909,739,1154187801,23513879.0,1177701680.0,2%,2%,"FRESNO, California
(36.731654, -119.785856)",0
2128,2128,2014,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,0,98,98,32,85888137,411542.0,86299679.0,0.5%,0.5%,"RIDGECREST, California
(35.620715, -117.670069)",1
2129,2129,2015,106214034,NOVATO COMMUNITY HOSPITAL,Marin,Non-Profit,Comparable,0,47,47,22,64170624,4505052.0,68675676.0,6.6%,7%,"NOVATO, California
(38.109189, -122.578257)",0
2130,2130,2015,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,399,398,300,431843716,5408488.0,437252204.0,1.2%,1.3%,"POMONA, California
(34.055118, -117.750048)",0
2131,2131,2015,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,Non-Profit,Comparable,0,11,11,11,18076615,342778.0,18419393.0,1.9%,1.9%,"SOLVANG, California
(34.595998, -120.138008)",1
2132,2132,2014,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,0,91,91,71,26108314,1022061.0,27130375.0,3.8%,3.9%,"OJAI, California
(34.447966, -119.242981)",1
2133,2133,2015,106331194,HEMET VALLEY MEDICAL CENTER,Riverside,District,Comparable,0,417,417,170,136183985,332654.0,136516639.0,0.2%,0.2%,"HEMET, California
(33.747562, -116.967316)",0
2134,2134,2015,106500867,EMANUEL MEDICAL CENTER,Stanislaus,Non-Profit,Comparable,0,209,209,105,185387272,6487697.0,191874969.0,3.4%,3.5%,"TURLOCK, California
(37.492749, -120.848984)",0
2135,2135,2015,106231013,MENDOCINO COAST DISTRICT HOSPITAL,Mendocino,District,Comparable,0,25,25,17,49345870,2427393.0,51773263.0,4.7%,4.9%,"FORT BRAGG, California
(39.445486, -123.804543)",1
2136,2136,2015,106470871,MERCY HOSPITAL - MT. SHASTA,Siskiyou,Non-Profit,Comparable,0,33,25,25,54728132,648437.0,55376569.0,1.2%,1.2%,"MOUNT SHASTA, California
(41.313274, -122.312285)",1
2137,2137,2015,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,377,377,315,461006051,8371420.0,469377471.0,1.8%,1.8%,"MISSION HILLS, California
(32.7528, -117.186096)",0
2138,2138,2015,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,0,342,322,314,347804721,5027698.0,352832419.0,1.4%,1.4%,"SAN BERNARDINO, California
(34.108323, -117.29415)",0
2139,2139,2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,0,121,121,121,153050694,3402000.0,156452694.0,2.2%,2.2%,"GRASS VALLEY, California
(39.219102, -121.062951)",1
2140,2140,2015,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,0,324,324,168,148927396,145007.0,149072403.0,0.1%,0.1%,"LOS ANGELES, California
(34.052238, -118.243344)",0
2141,2141,2015,106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK,Contra Costa,Non-Profit,Comparable,0,572,399,254,822381341,9483755.0,831865096.0,1.1%,1.2%,"WALNUT CREEK, California
(37.901763, -122.061921)",0
2142,2142,2015,106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Orange,Investor,Comparable,0,27,27,27,13112900,533729.0,13646629.0,3.9%,4.1%,"ORANGE, California
(33.791489, -117.853096)",0
2143,2143,2015,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,0,412,412,196,362988499,9313171.0,372301670.0,2.5%,2.6%,"NORTHRIDGE, California
(34.228298, -118.535797)",0
2144,2144,2015,106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Alameda,Non-Profit,Comparable,0,50,50,7,2006062,443957.0,2450019.0,18.1%,22.1%,"OAKLAND, California
(37.804828, -122.27248)",0
2145,2145,2015,106400683,ATASCADERO STATE HOSPITAL,San Luis Obispo,State,State Hospitals,0,1275,1184,1184,202566244,0.0,202566244.0,0%,0%,"ATASCADERO, California
(35.480769, -120.666437)",0
2146,2146,2015,106090793,BARTON MEMORIAL HOSPITAL,El Dorado,Non-Profit,Comparable,0,111,111,111,125861210,32386974.0,158248184.0,20.5%,25.7%,"SOUTH LAKE TAHOE, California
(38.941539, -119.977191)",1
2147,2147,2014,106191014,LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER,Los Angeles,State,State Hospitals,0,1286,991,6,46554991,0.0,46554991.0,0%,0%,"POMONA, California
(34.055118, -117.750048)",0
